"","","exp.dermal","exp.ingest","exp.inhal","dose.inhal","dose.intake","abs.dermal.ug","abs.ingest.ug","abs.inhal.ug","abs.tot.ug","abs.tot.mgkg","ddd.mass","conc.max.prod.aer","conc.max.prod.vap","exp.inhal.indir","abs.hm.ug"
"Statistic",Cohort,ug/day,ug/day,ug/m3,ug/day,mg/kg/day,ug/day,ug/day,ug/day,ug/day,mg/kg/day,g/day,ug/m3,ug/m3,ug/m3,ug/day
"0.5%",Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1%",Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.5%",Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5%",Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10%",Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15%",Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20%",Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25%",Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30%",Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40%",Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50%",Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60%",Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70%",Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75%",Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80%",Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85%",Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90%",Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95%",Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97.5%",Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99%",Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99.5%",Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mean",Total,0.0205386873,0.0046455411,1.14987e-05,8.19641e-05,2.973887e-07,1.5715e-06,0.0045125523,1.31142e-05,0.0045272381,2.856359e-07,0,0,0.0009595161,0,0.0045125523
"sd",Total,0.714836169044038,0.158851467725986,0.00039635829269479,0.00305830932186429,1.12599791434906e-05,5.46771053214655e-05,0.154303990993603,0.000489331227762347,0.154788376647357,1.08325377069848e-05,0,0,0.0333953586254784,0,0.154303990993603
"0.5%",Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1%",Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.5%",Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5%",Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10%",Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15%",Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20%",Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25%",Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30%",Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40%",Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50%",Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60%",Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70%",Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75%",Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80%",Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85%",Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90%",Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95%",Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97.5%",Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99%",Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99.5%",Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mean",Males,0.00609213386773547,0.00147677635270541,2.53446893787575e-06,1.46386773547094e-05,1.0992004008016e-07,8.11823647294589e-07,0.0014345004008016,2.34208416833667e-06,0.00143765450901804,1.05812224448898e-07,0,0,0.000284609218436874,0,0.0014345004008016
"sd",Males,0.312651416741997,0.0820770918626084,0.000128000610381499,0.000763896019357027,5.77657515798436e-06,4.2023188204181e-05,0.0797274566635936,0.000122217105424541,0.0798894074860762,5.56357173189363e-06,0,0,0.0146062918155333,0,0.0797274566635936
"0.5%",Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1%",Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.5%",Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5%",Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10%",Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15%",Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20%",Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25%",Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30%",Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40%",Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50%",Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60%",Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70%",Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75%",Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80%",Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85%",Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90%",Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95%",Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97.5%",Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99%",Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99.5%",Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mean",Females,0.0349275698602794,0.00780165608782435,2.04271457085828e-05,0.000149020758483034,4.84108982035928e-07,2.32814371257485e-06,0.00757831656686627,2.38433133732535e-05,0.0076044880239521,4.64741716566866e-07,0,0,0.00163172874251497,0,0.00757831656686627
"sd",Females,0.960347656510468,0.208907023880683,0.00054509206775502,0.0042521539387884,1.48252442638706e-05,6.4867456323995e-05,0.202926593829834,0.00068034824118791,0.203598099438805,1.4260035135533e-05,0,0,0.0448650417329997,0,0.202926593829834
"0.5%",Females_Repro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1%",Females_Repro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.5%",Females_Repro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5%",Females_Repro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10%",Females_Repro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15%",Females_Repro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20%",Females_Repro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25%",Females_Repro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30%",Females_Repro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40%",Females_Repro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50%",Females_Repro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60%",Females_Repro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70%",Females_Repro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75%",Females_Repro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80%",Females_Repro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85%",Females_Repro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90%",Females_Repro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95%",Females_Repro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97.5%",Females_Repro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99%",Females_Repro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99.5%",Females_Repro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mean",Females_Repro,0.00534767217858619,0.0012614778834229,5.1546093427036e-06,2.42827614716825e-05,3.82873088052914e-08,1.64117403885903e-07,0.00122536544026457,3.88507647788342e-06,0.00122941504754031,3.65940471269119e-08,0,0,0.000249829681686647,0,0.00122536544026457
"sd",Females_Repro,0.263016328215498,0.062043683670727,0.000253520854949196,0.00119430708314346,1.88309736328733e-06,8.07184051767028e-06,0.0602675534433678,0.000191081000466159,0.0604667266164436,1.79981711452063e-06,0,0,0.0122874558054605,0,0.0602675534433678
"0.5%",Age_0_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1%",Age_0_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.5%",Age_0_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5%",Age_0_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10%",Age_0_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15%",Age_0_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20%",Age_0_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25%",Age_0_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30%",Age_0_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40%",Age_0_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50%",Age_0_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60%",Age_0_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70%",Age_0_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75%",Age_0_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80%",Age_0_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85%",Age_0_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90%",Age_0_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95%",Age_0_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97.5%",Age_0_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99%",Age_0_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99.5%",Age_0_5,11.608764,2.98669,0.005375,0.026679,0.000340343,0.001145,2.90119,0.004269,2.904479,0.000329309,0,0,0.542332,0,2.90119
"mean",Age_0_5,0.144510382566586,0.0345027966101695,6.94891041162228e-05,0.00042855205811138,3.18910290556901e-06,1.24261501210654e-05,0.0335150774818402,6.85677966101695e-05,0.0335960726392252,3.06775423728814e-06,0,0,0.00675116464891041,0,0.0335150774818402
"sd",Age_0_5,1.7297099471968,0.417701520374406,0.000871456204085272,0.00567007513672214,3.86250913809844e-05,0.00014969512449362,0.405743870870394,0.000907208598312755,0.406665775961278,3.71701070412219e-05,0,0,0.0808077310408655,0,0.405743870870394
"0.5%",Age_6_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1%",Age_6_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2.5%",Age_6_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
